`202520260AB13`	`20252026`	`0`	`AB`	13	`Amended Assembly`	NULL	NULL	NULL	NULL	`20250AB1398AMD`	`Y`	`HS_INT`	2025-02-25 11:36:48	`CX23`	`Committee`	`Assembly`	`In Committee Process`	2025-01-02 00:00:00
`202520260SB33`	`20252026`	`0`	`SB`	33	`Introduced`	NULL	NULL	NULL	NULL	`20250SB3399INT`	`Y`	`HS_INT`	2025-03-03 11:00:03	`CS44`	`Committee`	`Senate`	`In Committee Process`	2025-01-02 00:00:00
`202520260AB21`	`20252026`	`0`	`AB`	21	`Introduced`	NULL	NULL	NULL	NULL	`20250AB2199INT`	`Y`	`HS_INT`	2024-12-03 09:18:12	NULL	`Desk`	`Assembly`	`Pending Referral`	2025-01-02 00:00:00
`202520260SB2`	`20252026`	`0`	`SB`	2	`Introduced`	NULL	NULL	NULL	NULL	`20250SB299INT`	`Y`	`HS_INT`	2025-03-07 09:59:03	`CS64`	`Committee`	`Senate`	`In Committee Process`	2025-01-02 00:00:00
`202520260SB4`	`20252026`	`0`	`SB`	4	`Introduced`	NULL	NULL	NULL	NULL	`20250SB499INT`	`Y`	`HS_INT`	2025-03-07 10:02:23	`CS72`	`Committee`	`Senate`	`In Committee Process`	2025-01-02 00:00:00
`202520260SB14`	`20252026`	`0`	`SB`	14	`Introduced`	NULL	NULL	NULL	NULL	`20250SB1499INT`	`Y`	`HS_INT`	2025-01-29 14:27:56	`CS58`	`Committee`	`Senate`	`In Committee Process`	2025-01-02 00:00:00
`202520260SB17`	`20252026`	`0`	`SB`	17	`Introduced`	NULL	NULL	NULL	NULL	`20250SB1799INT`	`Y`	`HS_INT`	2025-01-29 14:27:54	`CS83`	`Committee`	`Senate`	`In Committee Process`	2025-01-02 00:00:00
`202520260SB18`	`20252026`	`0`	`SB`	18	`Amended Senate`	NULL	NULL	NULL	NULL	`20250SB1898AMD`	`Y`	`HS_INT`	2025-03-03 18:15:43	`CS58`	`Committee`	`Senate`	`In Committee Process`	2025-01-02 00:00:00
`202520260AB1`	`20252026`	`0`	`AB`	1	`Introduced`	NULL	NULL	NULL	NULL	`20250AB199INT`	`Y`	`HS_INT`	2025-02-03 16:43:49	`CX28`	`Committee`	`Assembly`	`In Committee Process`	2025-01-02 00:00:00
`202520260AB5`	`20252026`	`0`	`AB`	5	`Introduced`	NULL	NULL	NULL	NULL	`20250AB599INT`	`Y`	`HS_INT`	2024-12-03 09:18:12	NULL	`Desk`	`Assembly`	`Pending Referral`	2025-01-02 00:00:00
`202520260AB37`	`20252026`	`0`	`AB`	37	`Introduced`	NULL	NULL	NULL	NULL	`20250AB3799INT`	`Y`	`HS_INT`	2024-12-03 09:18:13	NULL	`Desk`	`Assembly`	`Pending Referral`	2025-01-02 00:00:00
`202520260AB44`	`20252026`	`0`	`AB`	44	`Introduced`	NULL	NULL	NULL	NULL	`20250AB4499INT`	`Y`	`HS_INT`	2024-12-03 09:18:13	NULL	`Desk`	`Assembly`	`Pending Referral`	2025-01-02 00:00:00
`202520260AB45`	`20252026`	`0`	`AB`	45	`Introduced`	NULL	NULL	NULL	NULL	`20250AB4599INT`	`Y`	`HS_INT`	2024-12-03 09:18:13	NULL	`Desk`	`Assembly`	`Pending Referral`	2025-01-02 00:00:00
`202520260AB50`	`20252026`	`0`	`AB`	50	`Introduced`	NULL	NULL	NULL	NULL	`20250AB5099INT`	`Y`	`HS_INT`	2025-02-18 14:09:48	`CX33`	`Committee`	`Assembly`	`In Committee Process`	2025-01-02 00:00:00
`202520260AB52`	`20252026`	`0`	`AB`	52	`Introduced`	NULL	NULL	NULL	NULL	`20250AB5299INT`	`Y`	`HS_INT`	2024-12-03 09:18:13	NULL	`Desk`	`Assembly`	`Pending Referral`	2025-01-02 00:00:00
`202520260ACA1`	`20252026`	`0`	`ACA`	1	`Introduced`	NULL	NULL	NULL	NULL	`20250ACA199INT`	`Y`	`HS_INT`	2025-01-30 09:02:38	NULL	`Desk`	`Assembly`	`Pending Referral`	2025-01-02 00:00:00
`202520260ACR1`	`20252026`	`0`	`ACR`	1	`Introduced`	NULL	NULL	NULL	NULL	`20250ACR199INT`	`Y`	`HS_INT`	2025-02-03 17:02:05	`CX20`	`Committee`	`Assembly`	`In Committee Process`	NULL
`202520260ACR2`	`20252026`	`0`	`ACR`	2	`Introduced`	NULL	NULL	NULL	NULL	`20250ACR299INT`	`Y`	`HS_INT`	2025-02-03 17:02:05	`CX20`	`Committee`	`Assembly`	`In Committee Process`	NULL
`202520260HR5`	`20252026`	`0`	`HR`	5	`Introduced`	NULL	NULL	NULL	NULL	`20250HR599INT`	`Y`	`HS_INT`	2024-12-02 18:58:54	NULL	`Desk`	`Assembly`	`Pending Referral`	NULL
`202520260SB37`	`20252026`	`0`	`SB`	37	`Introduced`	NULL	NULL	NULL	NULL	`20250SB3799INT`	`Y`	`HS_INT`	2025-01-29 14:27:57	`CS58`	`Committee`	`Senate`	`In Committee Process`	2025-01-03 00:00:00
`202520260SB41`	`20252026`	`0`	`SB`	41	`Introduced`	NULL	NULL	NULL	NULL	`20250SB4199INT`	`Y`	`HS_INT`	2025-01-29 14:27:55	`CS60`	`Committee`	`Senate`	`In Committee Process`	2025-01-03 00:00:00
`202520260AB67`	`20252026`	`0`	`AB`	67	`Introduced`	NULL	NULL	NULL	NULL	`20250AB6799INT`	`Y`	`HS_INT`	2025-01-06 14:42:21	NULL	`Desk`	`Assembly`	`Pending Referral`	2025-01-04 00:00:00
`202520260SB42`	`20252026`	`0`	`SB`	42	`Amended Senate`	NULL	NULL	NULL	NULL	`20250SB4298AMD`	`Y`	`HS_INT`	2025-02-14 10:50:32	`CS45`	`Committee`	`Senate`	`In Committee Process`	2025-01-05 00:00:00
`202520260AB76`	`20252026`	`0`	`AB`	76	`Introduced`	NULL	NULL	NULL	NULL	`20250AB7699INT`	`Y`	`HS_INT`	2025-02-03 16:51:45	`CX15`	`Committee`	`Assembly`	`In Committee Process`	2025-01-16 00:00:00
`202520260SCR6`	`20252026`	`0`	`SCR`	6	`Chaptered`	`2025`	`CHR`	`0`	`6`	`20250SCR697CHP`	`Y`	`HS_INT`	2025-02-26 13:55:29	NULL	NULL	`Secretary of State`	`Chaptered`	NULL
`202520260AB80`	`20252026`	`0`	`AB`	80	`Introduced`	NULL	NULL	NULL	NULL	`20250AB8099INT`	`Y`	`HS_INT`	2025-02-10 13:26:56	`CX16`	`Committee`	`Assembly`	`In Committee Process`	2025-01-19 00:00:00
`202520260AB82`	`20252026`	`0`	`AB`	82	`Introduced`	NULL	NULL	NULL	NULL	`20250AB8299INT`	`Y`	`HS_INT`	2025-01-07 16:15:45	NULL	`Desk`	`Assembly`	`Pending Referral`	2025-01-20 00:00:00
`202520260SB52`	`20252026`	`0`	`SB`	52	`Introduced`	NULL	NULL	NULL	NULL	`20250SB5299INT`	`Y`	`HS_INT`	2025-01-29 14:27:57	`CS53`	`Committee`	`Senate`	`In Committee Process`	2025-01-20 00:00:00
`202520260AB84`	`20252026`	`0`	`AB`	84	`Introduced`	NULL	NULL	NULL	NULL	`20250AB8499INT`	`Y`	`HS_INT`	2025-02-11 08:59:28	`CX03`	`Committee`	`Assembly`	`In Committee Process`	2025-01-20 00:00:00
`202520260ACR10`	`20252026`	`0`	`ACR`	10	`Chaptered`	`2025`	`CHR`	`0`	`3`	`20250ACR1096CHP`	`Y`	`HS_INT`	2025-02-04 16:51:59	NULL	NULL	`Secretary of State`	`Chaptered`	NULL
`202520260SB56`	`20252026`	`0`	`SB`	56	`Amended Senate`	NULL	NULL	NULL	NULL	`20250SB5698AMD`	`Y`	`HS_INT`	2025-03-05 19:32:47	`CS83`	`Committee`	`Senate`	`In Committee Process`	2025-02-07 00:00:00
`202520260AB100`	`20252026`	`0`	`AB`	100	`Introduced`	NULL	NULL	NULL	NULL	`20250AB10099INT`	`Y`	`HS_INT`	2025-02-03 16:57:44	`CX29`	`Committee`	`Assembly`	`In Committee Process`	2025-02-08 00:00:00
